source_item_id	source_family	version_scope	source_path	source_heading	item_type	attachment_target	coverage_status	attachment_anchor	routing_aliases	matrix_notes	guardrail_reason	audit_job	evidence
SRC-REL-7.3-000003	release_notes_platform	7.3	ReleaseNotes/kor/Altibase_7_3_0_0_1_Release_Notes.md	Altibase 7.3.0.0.1 Release Notes > new feature rollup	release note	GPTs/attachments/00_version_release_platform.md	Covered-by-routing	Quick Version Difference Summary > Altibase 7.3; Attachment Cross-References	release notes platform; release note; release notes; patch notes; supported platforms; upgrade risk; Altibase 8.1 verified source; BUG token; changed behavior; AKU; altiShapeLoader 1.0; JDBC 4.2; OpenSSL 3.0.8; TLS 1.3; SSL_CIPHER_SUITES; SSL_LOAD_CONFIG; FIPS; VARRAY; Anonymous Block; PCRE2; CREATE QUEUE	Catalog maps this item through attachment routing, cross-reference, alias, or index coverage; strengthen routing if later lexical checks miss it. Source summary: The 7.3 release note introduces AKU, altiShapeLoader, JDBC 4.2, OpenSSL 3.0.8/TLS 1.3/FIPS, VARRAY, anonymous blocks, C/C++ external procedure internal mode, PCRE2-compatible regular expression mode, queue DELETE cont...		FCA-J040	matrix build: python3 GPTs/reports/full_coverage_audit/scripts/fca_catalog_tools.py build-matrix --audit-job FCA-J040; catalog evidence: python3 GPTs/reports/full_coverage_audit/scripts/fca_catalog_tools.py outline --source-family release_notes_platform ReleaseNotes/kor/Altibase_7_3_0_0_1_Release_Notes.md
SRC-REL-7.3-000004	release_notes_platform	7.3	ReleaseNotes/kor/Altibase_7_3_0_0_1_Release_Notes.md	Altibase 7.3.0.0.1 Release Notes > spatial, replication, API, package, utility, and performance rollup	release note	GPTs/attachments/00_version_release_platform.md	Covered-by-routing	Quick Version Difference Summary > Altibase 7.3; Attachment Cross-References	release notes platform; release note; release notes; patch notes; supported platforms; upgrade risk; Altibase 8.1 verified source; BUG token; changed behavior; SRID; ASEWKT; ASEWKB; GEOMFROMEWKT; GEOMFROMEWKB; SETSRID; RECEIVE_ONLY; InfiniBand; DBMS_METADATA; DBMS_SQL_PLAN_CACHE; DBMS_OUTPUT; DBMS_LOCK.sleep2	Catalog maps this item through attachment routing, cross-reference, alias, or index coverage; strengthen routing if later lexical checks miss it. Source summary: The 7.3 release note records spatial SRID/EWKT/EWKB additions, replication DDL synchronization and RECEIVE_ONLY, InfiniBand, JDBC API changes, package additions, utility and adapter changes, and broad performance impr...		FCA-J040	matrix build: python3 GPTs/reports/full_coverage_audit/scripts/fca_catalog_tools.py build-matrix --audit-job FCA-J040; catalog evidence: rg -n 'SRID|RECEIVE_ONLY|InfiniBand|DBMS_METADATA|DBMS_SQL_PLAN_CACHE|SERIAL_FILTER|reuse_resultset' ReleaseNotes/kor/Altibase_7_3_0_0_1_Release_Notes.md GPTs/attachments/00_version_release_platform.md
SRC-REL-7.3-000005	release_notes_platform	7.3	ReleaseNotes/kor/Altibase_7_3_0_0_1_Release_Notes.md	Altibase 7.3.0.0.1 Release Notes > compatibility changes	compatibility rule	GPTs/attachments/00_version_release_platform.md	Covered	Component Version Matrix; Upgrade Risk Blocks; Quick Version Difference Summary > Altibase 7.3	release notes platform; compatibility rule; release notes; patch notes; supported platforms; upgrade risk; Altibase 8.1 verified source; compatibility; version boundary; unsupported behavior; 7.3.0; 9.3.1; 7.1.8; 7.4.9; DBMS_METADATA; SQLFeatureNotSupportedException; CLIENT_TYPE = NEW_JDBC42; DDL synchronization; offline replication	Catalog maps this item to an answer-ready attachment block; preserve exact literal tokens and version scope during later edits. Source summary: The 7.3 release note changes database binary version to 7.3.0, meta version to 9.3.1, communication protocol to 7.1.8, and replication protocol to 7.4.9, with migration, metadata, client, replication, aexport, and JDB...		FCA-J040	matrix build: python3 GPTs/reports/full_coverage_audit/scripts/fca_catalog_tools.py build-matrix --audit-job FCA-J040; catalog evidence: rg -n '7.3.0|9.3.1|7.1.8|7.4.9|DBMS_METADATA|SQLFeatureNotSupportedException|CLIENT_TYPE' ReleaseNotes/kor/Altibase_7_3_0_0_1_Release_Notes.md GPTs/attachments/00_version_release_platform.md
SRC-REL-7.3-000006	release_notes_platform	7.3	ReleaseNotes/kor/Altibase_7_3_0_0_1_Release_Notes.md	Altibase 7.3.0.0.1 Release Notes > server property, meta table, and performance view changes	version note	GPTs/attachments/05_data_types_properties.md	Covered	Property Item Group: Release-Note Property and View Deltas	release notes platform; version note; data types; properties; property defaults; ALTER SYSTEM; V$PROPERTY; patch boundary; release note; Altibase server properties; new properties; changed properties; deleted properties; meta table; performance view	Remediated by FCA-J041 with answer-ready source detail in the scoped attachment.		FCA-J041	rg -n 'Source Storage Size Reference|Temporary LOB Source Examples|JSON path expression source example|Direct Path, Index, Lock|Release-Note Property and View Deltas' GPTs/attachments/05_data_types_properties.md
SRC-REL-8.1-000001	release_notes_platform	8.1	ReleaseNotes/kor/Altibase_8_1_0_0_1_Release_Notes.md	Altibase 8.1.0.0.1 Release Notes > release identity	release note	GPTs/attachments/00_version_release_platform.md	Covered	Quick Version Difference Summary > Altibase 8.1	release notes platform; release note; release notes; patch notes; supported platforms; upgrade risk; Altibase 8.1 verified source; BUG token; changed behavior; 8.1.0.0.1; 2026.02	Catalog maps this item to an answer-ready attachment block; preserve exact literal tokens and version scope during later edits. Source summary: Altibase 8.1.0.0.1 release notes are dated 2026.02 and define the current 8.1 baseline used with the Altibase 8.1 verified source.		FCA-J040	matrix build: python3 GPTs/reports/full_coverage_audit/scripts/fca_catalog_tools.py build-matrix --audit-job FCA-J040; catalog evidence: rg -n 'Altibase 8.1.0.0.1 Release Notes|2026.02|8.1.0.0.1|Altibase 8.1 verified source' ReleaseNotes/kor/Altibase_8_1_0_0_1_Release_Notes.md GPTs/attachments/00_version_release_platform.md
SRC-REL-8.1-000002	release_notes_platform	8.1	ReleaseNotes/kor/Altibase_8_1_0_0_1_Release_Notes.md	Altibase 8.1.0.0.1 Release Notes > system requirements and platform	platform rule	GPTs/attachments/00_version_release_platform.md	Covered	Platform Support Blocks > Altibase 8.1 Server and Client Platforms	release notes platform; platform rule; release notes; patch notes; supported platforms; upgrade risk; Altibase 8.1 verified source; platform; OS; hardware; JDK; support boundary; 1GB RAM; 1 CPU; 4GB; JDK 1.8; 64-bit; AIX 7.2; Red Hat Enterprise Linux 9; Red Hat Enterprise Linux 7; Red Hat Enterprise Linux 8; GNU glibc 2.34; Windows 2008; Windows 10	Catalog maps this item to an answer-ready attachment block; preserve exact literal tokens and version scope during later edits. Source summary: The 8.1 release note states minimum hardware, 64-bit scope, JDK 1.8 or later, AIX 7.2 and RHEL 7/8/9 support, and Windows 2008/10 client-only support.		FCA-J040	matrix build: python3 GPTs/reports/full_coverage_audit/scripts/fca_catalog_tools.py build-matrix --audit-job FCA-J040; catalog evidence: source locator: ReleaseNotes/kor/Altibase_8_1_0_0_1_Release_Notes.md lines 30-60; rg -n 'Altibase 8.1 Server and Client Platforms|AIX 7.2|Red Hat Enterprise Linux 9|Windows 10' GPTs/attachments/00_version_release_platform.md
SRC-REL-8.1-000003	release_notes_platform	8.1	ReleaseNotes/kor/Altibase_8_1_0_0_1_Release_Notes.md	Altibase 8.1.0.0.1 Release Notes > JSON data type support	release note	GPTs/attachments/00_version_release_platform.md	Covered-by-routing	Quick Version Difference Summary > Altibase 8.1; Attachment Cross-References	release notes platform; release note; release notes; patch notes; supported platforms; upgrade risk; Altibase 8.1 verified source; BUG token; changed behavior; JSON; RFC 8259; 2 GB; ISO/IEC 19075-6:2021; JSON_ARRAY; JSON_OBJECT; JSON_EXISTS; JSON_QUERY; JSON_VALUE; JSON_VALID; JSON [ IN ROW size ]; IS JSON	Catalog maps this item through attachment routing, cross-reference, alias, or index coverage; strengthen routing if later lexical checks miss it. Source summary: The 8.1 release note introduces native JSON storage up to 2 GB, RFC 8259/ISO SQL JSON path alignment, major JSON functions, and verified JSON syntax/routing in the attachment set.		FCA-J040	matrix build: python3 GPTs/reports/full_coverage_audit/scripts/fca_catalog_tools.py build-matrix --audit-job FCA-J040; catalog evidence: rg -n 'RFC 8259|2 GB|ISO/IEC|JSON_ARRAY|JSON_OBJECT|JSON_EXISTS|JSON_QUERY|JSON_VALUE|JSON_VALID|JSON \[ IN ROW size \]|IS JSON' ReleaseNotes/kor/Altibase_8_1_0_0_1_Release_Notes.md GPTs/attachments/00_version_release_platform.md
SRC-REL-8.1-000004	release_notes_platform	8.1	ReleaseNotes/kor/Altibase_8_1_0_0_1_Release_Notes.md	Altibase 8.1.0.0.1 Release Notes > Temporary LOB support	release note	GPTs/attachments/00_version_release_platform.md	Covered-by-routing	Quick Version Difference Summary > Altibase 8.1; 8.1 Feature Check SQL	release notes platform; release note; release notes; patch notes; supported platforms; upgrade risk; Altibase 8.1 verified source; BUG token; changed behavior; Temporary LOB; Session Temporary LOB; Transaction Temporary LOB; V$TEMPORARY_LOBS; TO_CLOB; TO_BLOB; SUBSTR; CONCAT; TEMPORARY_LOB_ENABLE; MEMORY_TEMPLOB_MAX_ALLOC_SIZE; MEMORY_TEMPLOB_PIECE_SIZE	Catalog maps this item through attachment routing, cross-reference, alias, or index coverage; strengthen routing if later lexical checks miss it. Source summary: The 8.1 release note introduces Temporary LOBs, session and transaction Temporary LOB categories, V$TEMPORARY_LOBS checks, and related properties routed to the data type/property and view attachments.		FCA-J040	matrix build: python3 GPTs/reports/full_coverage_audit/scripts/fca_catalog_tools.py build-matrix --audit-job FCA-J040; catalog evidence: rg -n 'Temporary LOB|V\$TEMPORARY_LOBS|TO_CLOB|TO_BLOB|SUBSTR|CONCAT|TEMPORARY_LOB_ENABLE|MEMORY_TEMPLOB' ReleaseNotes/kor/Altibase_8_1_0_0_1_Release_Notes.md GPTs/attachments/00_version_release_platform.md
SRC-REL-8.1-000005	release_notes_platform	8.1	ReleaseNotes/kor/Altibase_8_1_0_0_1_Release_Notes.md	Altibase 8.1.0.0.1 Release Notes > document, connector, backup, replication SSL, and security additions	release note	GPTs/attachments/00_version_release_platform.md	Covered-by-routing	Quick Version Difference Summary > Altibase 8.1; Attachment Cross-References	release notes platform; release note; release notes; patch notes; supported platforms; upgrade risk; Altibase 8.1 verified source; BUG token; changed behavior; KADA; Key-optimized Altibase Document Access; Java API; REST API; JWT; Source Connector; Sink Connector; Kafka; abm; USING SSL; REPLICATION_SSL_PORT_NO; altiEncrypt	Catalog maps this item through attachment routing, cross-reference, alias, or index coverage; strengthen routing if later lexical checks miss it. Source summary: The 8.1 release note introduces KADA, Kafka source/sink connectors, ABM, replication SSL, encrypted password tooling, and encrypted-password file use for tools.		FCA-J040	matrix build: python3 GPTs/reports/full_coverage_audit/scripts/fca_catalog_tools.py build-matrix --audit-job FCA-J040; catalog evidence: rg -n 'KADA|Source Connector|Sink Connector|Kafka|ABM|USING SSL|REPLICATION_SSL_PORT_NO|altiEncrypt|-pf' ReleaseNotes/kor/Altibase_8_1_0_0_1_Release_Notes.md GPTs/attachments/00_version_release_platform.md
SRC-REL-8.1-000006	release_notes_platform	8.1	ReleaseNotes/kor/Altibase_8_1_0_0_1_Release_Notes.md	Altibase 8.1.0.0.1 Release Notes > release-note-only feature procedure boundary	warning	GPTs/attachments/00_version_release_platform.md	Guardrail	Quick Version Difference Summary > Altibase 8.1; Residual Scope	release notes platform; warning; release notes; patch notes; supported platforms; upgrade risk; Altibase 8.1 verified source; caution; missing input; safest next check; KADA; Kafka connectors; abm; MindsDB; .NET 8; EF Core; node-odbc-altibase	Guardrail row; a definitive customer answer requires the recorded missing input or safest next check. Source summary: The 8.1 release note confirms several feature families at release-note level, but procedure-quality guidance requires a dedicated source-backed block for the exact feature and installed tool/API state.	Selected release notes confirm availability, but implementation procedures depend on exact feature family, installed package/API, and a dedicated source-backed manual or tool block; ask for the exact feature, package version, and desired operation before giving steps.	FCA-J040	matrix build: python3 GPTs/reports/full_coverage_audit/scripts/fca_catalog_tools.py build-matrix --audit-job FCA-J040; catalog evidence: rg -n 'KADA|Kafka|ABM|MindsDB|\.NET 8|node-odbc-altibase|Release-note-only feature scope|Residual Scope' ReleaseNotes/kor/Altibase_8_1_0_0_1_Release_Notes.md GPTs/attachments/00_version_release_platform.md
SRC-REL-8.1-000007	release_notes_platform	8.1	ReleaseNotes/kor/Altibase_8_1_0_0_1_Release_Notes.md	Altibase 8.1.0.0.1 Release Notes > performance, interface, AKU, locale, and plan changes	release note	GPTs/attachments/00_version_release_platform.md	Covered-by-routing	Quick Version Difference Summary > Altibase 8.1; 8.1 Feature Check SQL	release notes platform; release note; release notes; patch notes; supported platforms; upgrade risk; Altibase 8.1 verified source; BUG token; changed behavior; LOG_FILE_SIZE; LOG_CREATE_METHOD; SQLEmptyLob(); SQLGetLobLength2(); AKU; Thai; NLS_COMP; DBMS_STATS.LOCK_TABLE_STATS; DBMS_STATS.UNLOCK_TABLE_STATS; TRCLOG_EXPLAIN_TYPE; TRCLOG_JSON_PLAN_INDENT_DEPTH; META LOGGING	Catalog maps this item through attachment routing, cross-reference, alias, or index coverage; strengthen routing if later lexical checks miss it. Source summary: The 8.1 release note records performance changes, LOG_FILE_SIZE/LOG_CREATE_METHOD boundaries, empty LOB interface additions, AKU scale improvements, Thai locale support, DBMS_STATS lock helpers, JSON-formatted plans,...		FCA-J040	matrix build: python3 GPTs/reports/full_coverage_audit/scripts/fca_catalog_tools.py build-matrix --audit-job FCA-J040; catalog evidence: rg -n 'LOG_FILE_SIZE|LOG_CREATE_METHOD|SQLEmptyLob|SQLGetLobLength2|AKU|NLS_COMP|DBMS_STATS|TRCLOG_EXPLAIN_TYPE|META LOGGING' ReleaseNotes/kor/Altibase_8_1_0_0_1_Release_Notes.md GPTs/attachments/00_version_release_platform.md
SRC-REL-8.1-000008	release_notes_platform	8.1	ReleaseNotes/kor/Altibase_8_1_0_0_1_Release_Notes.md	Altibase 8.1.0.0.1 Release Notes > compatibility changes	compatibility rule	GPTs/attachments/00_version_release_platform.md	Covered	Component Version Matrix; Upgrade Risk Blocks; Quick Version Difference Summary > Altibase 8.1	release notes platform; compatibility rule; release notes; patch notes; supported platforms; upgrade risk; Altibase 8.1 verified source; compatibility; version boundary; unsupported behavior; 8.1.0; META; 10; 10.1.1; 7.1.9; 7.4.9; LAZY; EAGER; DDL replication; DBMS_METADATA; ILOADER_FIELD_TERM; ILOADER_ROW_TERM	Catalog maps this item to an answer-ready attachment block; preserve exact literal tokens and version scope during later edits. Source summary: The 8.1 release note changes database binary version to 8.1.0, META major version to 10, communication protocol to 7.1.9, keeps replication protocol at 7.4.9, and records DBMS_METADATA, iLoader delimiter, client, and...		FCA-J040	matrix build: python3 GPTs/reports/full_coverage_audit/scripts/fca_catalog_tools.py build-matrix --audit-job FCA-J040; catalog evidence: rg -n '8.1.0|META|10|10.1.1|7.1.9|7.4.9|LAZY|EAGER|DBMS_METADATA|ILOADER_FIELD_TERM|ILOADER_ROW_TERM' ReleaseNotes/kor/Altibase_8_1_0_0_1_Release_Notes.md GPTs/attachments/00_version_release_platform.md
SRC-REL-8.1-000009	release_notes_platform	8.1	ReleaseNotes/kor/Altibase_8_1_0_0_1_Release_Notes.md	Altibase 8.1.0.0.1 Release Notes > server property, meta table, and performance view changes	version note	GPTs/attachments/05_data_types_properties.md	Covered	Property Item Group: Release-Note Property and View Deltas	release notes platform; version note; data types; properties; property defaults; ALTER SYSTEM; V$PROPERTY; patch boundary; release note; Altibase server properties; new properties; changed properties; deleted properties; meta table; performance view; V$TEMPORARY_LOBS	Remediated by FCA-J041 with answer-ready source detail in the scoped attachment.		FCA-J041	rg -n 'Source Storage Size Reference|Temporary LOB Source Examples|JSON path expression source example|Direct Path, Index, Lock|Release-Note Property and View Deltas' GPTs/attachments/05_data_types_properties.md
SRC-PLAT-XVER-000001	release_notes_platform	cross-version	Technical Documents/kor/Supported Platforms.md	Supported Platforms > overview and common table rules	platform rule	GPTs/attachments/00_version_release_platform.md	Covered	Platform Support Blocks > Common Platform Rules; Platform Answer Checklist	release notes platform; platform rule; release notes; patch notes; supported platforms; upgrade risk; Altibase 8.1 verified source; platform; OS; hardware; JDK; support boundary; 64-bit; patch version; major version; Altibase Support; CPU; glibc	Catalog maps this item to an answer-ready attachment block; preserve exact literal tokens and version scope during later edits. Source summary: The supported-platform document defines common platform-reading rules: 7.1/7.3 server and client packages are 64-bit, missing patch-version notation means all patch versions for that major line, and unlisted operating...		FCA-J040	matrix build: python3 GPTs/reports/full_coverage_audit/scripts/fca_catalog_tools.py build-matrix --audit-job FCA-J040; catalog evidence: source locator: Technical Documents/kor/Supported Platforms.md lines 29-34, 37-85, 105-153; rg -n 'Common Platform Rules|Platform Answer Checklist' GPTs/attachments/00_version_release_platform.md
