playbook_id	playbook_path	playbook_title	domain	validation_status	source_id	source_origin	source_path	source_role	source_family	version_scope	authority_label	source_pack_shard_id	source_pack_block_id	source_pack_block_ref	source_pack_validation_status	aid_route_or_tier	aid_tier_ids	korean_aligned_baseline_block_ids	generated_artifact_types	protected_topic	guardrail_ids	remaining_gap_ids	remaining_gap_class	notes
APB-000002	GPTs/agent_playbooks/ddl_generation.md	DDL And DCL Generation Playbook	DDL generation	pass	SRC-000026	repo	Manuals/Altibase_7.1/eng/General Reference-2.The Data Dictionary.md	product_source	general_reference_2_dictionary_views	7.1	English extraction aid	SHARD-008	BLOCK-000520	SRC-000026/BLOCK-000520	pass	not_used_yet		KAE-BLOCK-000272;KAE-BLOCK-000273	DDL;DCL;SQL;validation_sql	yes	CONF-000004;CONF-000005	APG-S2-J012-003	residual_risk_recheck_required	Source-backed DDL and DCL first-draft route with implicit-commit, destructive-operation, privilege, storage, replication, and version guardrails.
APB-000002	GPTs/agent_playbooks/ddl_generation.md	DDL And DCL Generation Playbook	DDL generation	pass	SRC-000070	repo	Manuals/Altibase_7.1/kor/Replication Manual.md	product_source	replication_manual	7.1	Korean authoritative	SHARD-012	BLOCK-000845	SRC-000070/BLOCK-000845	pass	not_used_yet		KAE-BLOCK-000272;KAE-BLOCK-000273	DDL;DCL;SQL;validation_sql	yes	CONF-000004;CONF-000005	APG-S2-J012-003	residual_risk_recheck_required	Source-backed DDL and DCL first-draft route with implicit-commit, destructive-operation, privilege, storage, replication, and version guardrails.
APB-000002	GPTs/agent_playbooks/ddl_generation.md	DDL And DCL Generation Playbook	DDL generation	pass	SRC-000038	repo	Manuals/Altibase_7.1/eng/Replication Manual.md	product_source	replication_manual	7.1	English extraction aid	SHARD-012	BLOCK-000844	SRC-000038/BLOCK-000844	pass	not_used_yet		KAE-BLOCK-000272;KAE-BLOCK-000273	DDL;DCL;SQL;validation_sql	yes	CONF-000004;CONF-000005	APG-S2-J012-003	residual_risk_recheck_required	Source-backed DDL and DCL first-draft route with implicit-commit, destructive-operation, privilege, storage, replication, and version guardrails.
APB-000002	GPTs/agent_playbooks/ddl_generation.md	DDL And DCL Generation Playbook	DDL generation	pass	SRC-000072	repo	Manuals/Altibase_7.1/kor/SQL Reference.md	product_source	sql_reference	7.1	Korean authoritative	SHARD-013	BLOCK-000884	SRC-000072/BLOCK-000884	pass	not_used_yet		KAE-BLOCK-000272;KAE-BLOCK-000273	DDL;DCL;SQL;validation_sql	yes	CONF-000004;CONF-000005	APG-S2-J012-003	residual_risk_recheck_required	Source-backed DDL and DCL first-draft route with implicit-commit, destructive-operation, privilege, storage, replication, and version guardrails.
APB-000002	GPTs/agent_playbooks/ddl_generation.md	DDL And DCL Generation Playbook	DDL generation	pass	SRC-000040	repo	Manuals/Altibase_7.1/eng/SQL Reference.md	product_source	sql_reference	7.1	English extraction aid	SHARD-013	BLOCK-000883	SRC-000040/BLOCK-000883	pass	not_used_yet		KAE-BLOCK-000272;KAE-BLOCK-000273	DDL;DCL;SQL;validation_sql	yes	CONF-000004;CONF-000005	APG-S2-J012-003	residual_risk_recheck_required	Source-backed DDL and DCL first-draft route with implicit-commit, destructive-operation, privilege, storage, replication, and version guardrails.
APB-000002	GPTs/agent_playbooks/ddl_generation.md	DDL And DCL Generation Playbook	DDL generation	pass	SRC-000113	repo	Manuals/Altibase_7.3/kor/Administrator's Manual.md	product_source	administrator_operations	7.3	Korean authoritative	SHARD-001	BLOCK-000004	SRC-000113/BLOCK-000004	pass	not_used_yet		KAE-BLOCK-000272;KAE-BLOCK-000273	DDL;DCL;SQL;validation_sql	yes	CONF-000004;CONF-000005	APG-S2-J012-003	residual_risk_recheck_required	Source-backed DDL and DCL first-draft route with implicit-commit, destructive-operation, privilege, storage, replication, and version guardrails.
APB-000002	GPTs/agent_playbooks/ddl_generation.md	DDL And DCL Generation Playbook	DDL generation	pass	SRC-000082	repo	Manuals/Altibase_7.3/eng/Administrator’s Manual.md	product_source	administrator_operations	7.3	English extraction aid	SHARD-001	BLOCK-000003	SRC-000082/BLOCK-000003	pass	not_used_yet		KAE-BLOCK-000272;KAE-BLOCK-000273	DDL;DCL;SQL;validation_sql	yes	CONF-000004;CONF-000005	APG-S2-J012-003	residual_risk_recheck_required	Source-backed DDL and DCL first-draft route with implicit-commit, destructive-operation, privilege, storage, replication, and version guardrails.
APB-000002	GPTs/agent_playbooks/ddl_generation.md	DDL And DCL Generation Playbook	DDL generation	pass	SRC-000120	repo	Manuals/Altibase_7.3/kor/General_Reference-1.Data Types & Altibase Properties.md	product_source	general_reference_1_datatypes_properties	7.3	Korean authoritative	SHARD-008	BLOCK-000517	SRC-000120/BLOCK-000517	pass	not_used_yet		KAE-BLOCK-000272;KAE-BLOCK-000273	DDL;DCL;SQL;validation_sql	yes	CONF-000004;CONF-000005	APG-S2-J012-003	residual_risk_recheck_required	Source-backed DDL and DCL first-draft route with implicit-commit, destructive-operation, privilege, storage, replication, and version guardrails.
APB-000002	GPTs/agent_playbooks/ddl_generation.md	DDL And DCL Generation Playbook	DDL generation	pass	SRC-000089	repo	Manuals/Altibase_7.3/eng/General Reference-1.Data Types & Altibase Properties.md	product_source	general_reference_1_datatypes_properties	7.3	English extraction aid	SHARD-008	BLOCK-000516	SRC-000089/BLOCK-000516	pass	not_used_yet		KAE-BLOCK-000272;KAE-BLOCK-000273	DDL;DCL;SQL;validation_sql	yes	CONF-000004;CONF-000005	APG-S2-J012-003	residual_risk_recheck_required	Source-backed DDL and DCL first-draft route with implicit-commit, destructive-operation, privilege, storage, replication, and version guardrails.
APB-000002	GPTs/agent_playbooks/ddl_generation.md	DDL And DCL Generation Playbook	DDL generation	pass	SRC-000121	repo	Manuals/Altibase_7.3/kor/General_Reference-2.The Data Dictionary.md	product_source	general_reference_2_dictionary_views	7.3	Korean authoritative	SHARD-008	BLOCK-000523	SRC-000121/BLOCK-000523	pass	not_used_yet		KAE-BLOCK-000272;KAE-BLOCK-000273	DDL;DCL;SQL;validation_sql	yes	CONF-000004;CONF-000005	APG-S2-J012-003	residual_risk_recheck_required	Source-backed DDL and DCL first-draft route with implicit-commit, destructive-operation, privilege, storage, replication, and version guardrails.
APB-000002	GPTs/agent_playbooks/ddl_generation.md	DDL And DCL Generation Playbook	DDL generation	pass	SRC-000090	repo	Manuals/Altibase_7.3/eng/General Reference-2.The Data Dictionary.md	product_source	general_reference_2_dictionary_views	7.3	English extraction aid	SHARD-008	BLOCK-000522	SRC-000090/BLOCK-000522	pass	not_used_yet		KAE-BLOCK-000272;KAE-BLOCK-000273	DDL;DCL;SQL;validation_sql	yes	CONF-000004;CONF-000005	APG-S2-J012-003	residual_risk_recheck_required	Source-backed DDL and DCL first-draft route with implicit-commit, destructive-operation, privilege, storage, replication, and version guardrails.
APB-000002	GPTs/agent_playbooks/ddl_generation.md	DDL And DCL Generation Playbook	DDL generation	pass	SRC-000132	repo	Manuals/Altibase_7.3/kor/Replication Manual.md	product_source	replication_manual	7.3	Korean authoritative	SHARD-012	BLOCK-000847	SRC-000132/BLOCK-000847	pass	not_used_yet		KAE-BLOCK-000272;KAE-BLOCK-000273	DDL;DCL;SQL;validation_sql	yes	CONF-000004;CONF-000005	APG-S2-J012-003	residual_risk_recheck_required	Source-backed DDL and DCL first-draft route with implicit-commit, destructive-operation, privilege, storage, replication, and version guardrails.
APB-000002	GPTs/agent_playbooks/ddl_generation.md	DDL And DCL Generation Playbook	DDL generation	pass	SRC-000101	repo	Manuals/Altibase_7.3/eng/Replication Manual.md	product_source	replication_manual	7.3	English extraction aid	SHARD-012	BLOCK-000846	SRC-000101/BLOCK-000846	pass	not_used_yet		KAE-BLOCK-000272;KAE-BLOCK-000273	DDL;DCL;SQL;validation_sql	yes	CONF-000004;CONF-000005	APG-S2-J012-003	residual_risk_recheck_required	Source-backed DDL and DCL first-draft route with implicit-commit, destructive-operation, privilege, storage, replication, and version guardrails.
APB-000002	GPTs/agent_playbooks/ddl_generation.md	DDL And DCL Generation Playbook	DDL generation	pass	SRC-000134	repo	Manuals/Altibase_7.3/kor/SQL Reference.md	product_source	sql_reference	7.3	Korean authoritative	SHARD-014	BLOCK-000886	SRC-000134/BLOCK-000886	pass	not_used_yet		KAE-BLOCK-000272;KAE-BLOCK-000273	DDL;DCL;SQL;validation_sql	yes	CONF-000004;CONF-000005	APG-S2-J012-003	residual_risk_recheck_required	Source-backed DDL and DCL first-draft route with implicit-commit, destructive-operation, privilege, storage, replication, and version guardrails.
APB-000002	GPTs/agent_playbooks/ddl_generation.md	DDL And DCL Generation Playbook	DDL generation	pass	SRC-000103	repo	Manuals/Altibase_7.3/eng/SQL Reference.md	product_source	sql_reference	7.3	English extraction aid	SHARD-014	BLOCK-000885	SRC-000103/BLOCK-000885	pass	not_used_yet		KAE-BLOCK-000272;KAE-BLOCK-000273	DDL;DCL;SQL;validation_sql	yes	CONF-000004;CONF-000005	APG-S2-J012-003	residual_risk_recheck_required	Source-backed DDL and DCL first-draft route with implicit-commit, destructive-operation, privilege, storage, replication, and version guardrails.
APB-000002	GPTs/agent_playbooks/ddl_generation.md	DDL And DCL Generation Playbook	DDL generation	pass	SRC-000173	repo	Manuals/Altibase_trunk/kor/Administrator's Manual.md	product_source	administrator_operations	8.1_verified	Korean authoritative; Altibase 8.1 verified source	SHARD-001	BLOCK-000006	SRC-000173/BLOCK-000006	pass	not_used_yet		KAE-BLOCK-000272;KAE-BLOCK-000273	DDL;DCL;SQL;validation_sql	yes	CONF-000004;CONF-000005	APG-S2-J012-003	residual_risk_recheck_required	Source-backed DDL and DCL first-draft route with implicit-commit, destructive-operation, privilege, storage, replication, and version guardrails.
APB-000002	GPTs/agent_playbooks/ddl_generation.md	DDL And DCL Generation Playbook	DDL generation	pass	SRC-000143	repo	Manuals/Altibase_trunk/eng/Administrator’s Manual.md	product_source	administrator_operations	8.1_verified	English extraction aid; Altibase 8.1 verified source	SHARD-001	BLOCK-000005	SRC-000143/BLOCK-000005	pass	not_used_yet		KAE-BLOCK-000272;KAE-BLOCK-000273	DDL;DCL;SQL;validation_sql	yes	CONF-000004;CONF-000005	APG-S2-J012-003	residual_risk_recheck_required	Source-backed DDL and DCL first-draft route with implicit-commit, destructive-operation, privilege, storage, replication, and version guardrails.
APB-000002	GPTs/agent_playbooks/ddl_generation.md	DDL And DCL Generation Playbook	DDL generation	pass	SRC-000180	repo	Manuals/Altibase_trunk/kor/General_Reference-1.Data Types & Altibase Properties.md	product_source	general_reference_1_datatypes_properties	8.1_verified	Korean authoritative; Altibase 8.1 verified source	SHARD-008	BLOCK-000519	SRC-000180/BLOCK-000519	pass	not_used_yet		KAE-BLOCK-000272;KAE-BLOCK-000273	DDL;DCL;SQL;validation_sql	yes	CONF-000004;CONF-000005	APG-S2-J012-003	residual_risk_recheck_required	Source-backed DDL and DCL first-draft route with implicit-commit, destructive-operation, privilege, storage, replication, and version guardrails.
APB-000002	GPTs/agent_playbooks/ddl_generation.md	DDL And DCL Generation Playbook	DDL generation	pass	SRC-000150	repo	Manuals/Altibase_trunk/eng/General Reference-1.Data Types & Altibase Properties.md	product_source	general_reference_1_datatypes_properties	8.1_verified	English extraction aid; Altibase 8.1 verified source	SHARD-008	BLOCK-000518	SRC-000150/BLOCK-000518	pass	not_used_yet		KAE-BLOCK-000272;KAE-BLOCK-000273	DDL;DCL;SQL;validation_sql	yes	CONF-000004;CONF-000005	APG-S2-J012-003	residual_risk_recheck_required	Source-backed DDL and DCL first-draft route with implicit-commit, destructive-operation, privilege, storage, replication, and version guardrails.
APB-000002	GPTs/agent_playbooks/ddl_generation.md	DDL And DCL Generation Playbook	DDL generation	pass	SRC-000181	repo	Manuals/Altibase_trunk/kor/General_Reference-2.The Data Dictionary.md	product_source	general_reference_2_dictionary_views	8.1_verified	Korean authoritative; Altibase 8.1 verified source	SHARD-009	BLOCK-000525	SRC-000181/BLOCK-000525	pass	not_used_yet		KAE-BLOCK-000272;KAE-BLOCK-000273	DDL;DCL;SQL;validation_sql	yes	CONF-000004;CONF-000005	APG-S2-J012-003	residual_risk_recheck_required	Source-backed DDL and DCL first-draft route with implicit-commit, destructive-operation, privilege, storage, replication, and version guardrails.
