crosswalk_row_type	source_id	source_origin	source_path	source_role	source_family	version_scope	authority_label	aid_tier	aid_source_class	aid_coverage_status	aid_allowed_downstream_use	aid_required_label	selection_decision	extraction_mode	source_pack_shard_id	source_pack_block_id	source_pack_validation_status	baseline_block_ids	baseline_alignment_statuses	baseline_downstream_uses	baseline_source_types	conflict_or_recheck_ids	downstream_candidate_use	stage2_routing_status	no_baseline_or_blocker_reason	last_verified_job
source_pack_source	SRC-000011	repo	3rd Party Guide for Altibase/kor/README.md	third_party_guide	third_party_guides	multi	Korean authoritative						include_exact	exact_markdown	SHARD-015	BLOCK-000922	pass	KAE-BLOCK-000250;KAE-BLOCK-000275	pending;aligned	translation_candidate_after_alignment;primary_working_source_after_alignment	repo_ko_only;hybrid		candidate_ready_for_stage2_routing	ready_for_guarded_playbook_drafting		S1-J012
source_pack_source	SRC-000012	repo	3rd Party Guide for Altibase/kor/Spring Data JPA User's Guide for Altibase.md	third_party_guide	third_party_guides	multi	Korean authoritative						include_exact	exact_markdown	SHARD-015	BLOCK-000923	pass	KAE-BLOCK-000247;KAE-BLOCK-000274;KAE-BLOCK-000275	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid		candidate_ready_for_stage2_routing	ready_for_guarded_playbook_drafting		S1-J012
source_pack_source	SRC-000013	repo	3rd Party Guide for Altibase/kor/Spring Data JPA with Hibernate 6.4 User's Guide for Altibase.md	third_party_guide	third_party_guides	multi	Korean authoritative						include_exact	exact_markdown	SHARD-015	BLOCK-000924	pass	KAE-BLOCK-000248;KAE-BLOCK-000274;KAE-BLOCK-000275	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid		candidate_ready_for_stage2_routing	ready_for_guarded_playbook_drafting		S1-J012
source_pack_source	SRC-000014	repo	3rd Party Guide for Altibase/kor/Tableau User's Guide for Altibase/Tableau User's Guide for Altibase.md	third_party_guide	third_party_guides	multi	Korean authoritative						include_exact	exact_markdown	SHARD-015	BLOCK-000925	pass	KAE-BLOCK-000249;KAE-BLOCK-000274;KAE-BLOCK-000275	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000006	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000015	repo	Manuals/Altibase_7.1/eng/API User's Manual.md	product_source	c_cli_odbc_precompiler	7.1	English extraction aid						include_exact	exact_markdown	SHARD-004	BLOCK-000462	pass	KAE-BLOCK-000002;KAE-BLOCK-000274	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid		candidate_ready_for_stage2_routing	ready_for_guarded_playbook_drafting		S1-J012
source_pack_source	SRC-000016	repo	Manuals/Altibase_7.1/eng/Adapter for JDBC User's Manual.md	product_source	jdbc_java	7.1	English extraction aid						include_exact	exact_markdown	SHARD-009	BLOCK-000550	pass	KAE-BLOCK-000016;KAE-BLOCK-000274	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid		candidate_ready_for_stage2_routing	ready_for_guarded_playbook_drafting		S1-J012
source_pack_source	SRC-000017	repo	Manuals/Altibase_7.1/eng/Adapter for Oracle User's Manual.md	product_source	migration_oracle	7.1	English extraction aid						include_exact	exact_markdown	SHARD-010	BLOCK-000569	pass	KAE-BLOCK-000019;KAE-BLOCK-000274	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid		candidate_ready_for_stage2_routing	ready_for_guarded_playbook_drafting		S1-J012
source_pack_source	SRC-000018	repo	Manuals/Altibase_7.1/eng/Administrator's Manual.md	product_source	administrator_operations	7.1	English extraction aid						include_exact	exact_markdown	SHARD-001	BLOCK-000001	pass	KAE-BLOCK-000001;KAE-BLOCK-000272;KAE-BLOCK-000273	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000004;CONF-000005	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000019	repo	Manuals/Altibase_7.1/eng/Altibase C Interface Manual.md	product_source	c_cli_odbc_precompiler	7.1	English extraction aid						include_exact	exact_markdown	SHARD-004	BLOCK-000463	pass	KAE-BLOCK-000003;KAE-BLOCK-000274	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid		candidate_ready_for_stage2_routing	ready_for_guarded_playbook_drafting		S1-J012
source_pack_source	SRC-000020	repo	Manuals/Altibase_7.1/eng/Altibase SSL TLS User's Guide.md	product_source	security_ssl_tls	7.1	English extraction aid						include_exact	exact_markdown	SHARD-012	BLOCK-000850	pass	KAE-BLOCK-000030;KAE-BLOCK-000272	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000004	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000021	repo	Manuals/Altibase_7.1/eng/CLI User's Manual.md	product_source	c_cli_odbc_precompiler	7.1	English extraction aid						include_exact	exact_markdown	SHARD-004	BLOCK-000464	pass	KAE-BLOCK-000004;KAE-BLOCK-000274	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid		candidate_ready_for_stage2_routing	ready_for_guarded_playbook_drafting		S1-J012
source_pack_source	SRC-000022	repo	Manuals/Altibase_7.1/eng/DB Link User's Manual.md	product_source	dblink_hadoop_external_connectors	7.1	English extraction aid						include_exact	exact_markdown	SHARD-006	BLOCK-000492	pass	KAE-BLOCK-000007;KAE-BLOCK-000274	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid		candidate_ready_for_stage2_routing	ready_for_guarded_playbook_drafting		S1-J012
source_pack_source	SRC-000023	repo	Manuals/Altibase_7.1/eng/Error Message Reference.md	product_source	error_message_reference	7.1	English extraction aid						include_exact	exact_markdown	SHARD-006	BLOCK-000508	pass	KAE-BLOCK-000009;KAE-BLOCK-000273	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000005	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000024	repo	Manuals/Altibase_7.1/eng/External Procedures Manual.md	product_source	stored_external_procedures	7.1	English extraction aid						include_exact	exact_markdown	SHARD-014	BLOCK-000894	pass	KAE-BLOCK-000036	pending	primary_working_source_after_alignment	repo_paired_ko_en	CONF-000008	not_ready_pending_alignment	blocked_pending_baseline_alignment	Only pending Korean-aligned English inventory rows exist for this source; no aligned or AID-reuse downstream working baseline is available yet.	S1-J012
source_pack_source	SRC-000025	repo	Manuals/Altibase_7.1/eng/General Reference-1.Data Types & Altibase Properties.md	product_source	general_reference_1_datatypes_properties	7.1	English extraction aid						include_exact	exact_markdown	SHARD-007	BLOCK-000514	pass	KAE-BLOCK-000010;KAE-BLOCK-000272;KAE-BLOCK-000273	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000003;CONF-000004;CONF-000005	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000026	repo	Manuals/Altibase_7.1/eng/General Reference-2.The Data Dictionary.md	product_source	general_reference_2_dictionary_views	7.1	English extraction aid						include_exact	exact_markdown	SHARD-008	BLOCK-000520	pass	KAE-BLOCK-000011;KAE-BLOCK-000273	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000005	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000027	repo	Manuals/Altibase_7.1/eng/Getting Started Guide.md	product_source	getting_started_installation	7.1	English extraction aid						include_exact	exact_markdown	SHARD-009	BLOCK-000526	pass	KAE-BLOCK-000012;KAE-BLOCK-000272	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000004	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000028	repo	Manuals/Altibase_7.1/eng/Hadoop Connector User's Manual.md	product_source	dblink_hadoop_external_connectors	7.1	English extraction aid						include_exact	exact_markdown	SHARD-006	BLOCK-000493	pass	KAE-BLOCK-000008;KAE-BLOCK-000274	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid		candidate_ready_for_stage2_routing	ready_for_guarded_playbook_drafting		S1-J012
source_pack_source	SRC-000029	repo	Manuals/Altibase_7.1/eng/Installation Guide.md	product_source	getting_started_installation	7.1	English extraction aid						include_exact	exact_markdown	SHARD-009	BLOCK-000527	pass	KAE-BLOCK-000013;KAE-BLOCK-000272	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000003;CONF-000004	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000030	repo	Manuals/Altibase_7.1/eng/JDBC User's Manual.md	product_source	jdbc_java	7.1	English extraction aid						include_exact	exact_markdown	SHARD-009	BLOCK-000551	pass	KAE-BLOCK-000017;KAE-BLOCK-000274	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid		candidate_ready_for_stage2_routing	ready_for_guarded_playbook_drafting		S1-J012
source_pack_source	SRC-000031	repo	Manuals/Altibase_7.1/eng/Log Analyzer User's Manual.md	product_source	log_analyzer	7.1	English extraction aid						include_exact	exact_markdown	SHARD-010	BLOCK-000563	pass	KAE-BLOCK-000018	pending	primary_working_source_after_alignment	repo_paired_ko_en	CONF-000008	not_ready_pending_alignment	blocked_pending_baseline_alignment	Only pending Korean-aligned English inventory rows exist for this source; no aligned or AID-reuse downstream working baseline is available yet.	S1-J012
source_pack_source	SRC-000032	repo	Manuals/Altibase_7.1/eng/Monitoring API Developer's Guide.md	product_source	monitoring_api_snmp	7.1	English extraction aid						include_exact	exact_markdown	SHARD-010	BLOCK-000603	pass	KAE-BLOCK-000020	pending	primary_working_source_after_alignment	repo_paired_ko_en	CONF-000008	not_ready_pending_alignment	blocked_pending_baseline_alignment	Only pending Korean-aligned English inventory rows exist for this source; no aligned or AID-reuse downstream working baseline is available yet.	S1-J012
source_pack_source	SRC-000033	repo	Manuals/Altibase_7.1/eng/New Features Guide.md	product_source	release_notes_platform	7.1	English extraction aid						include_exact	exact_markdown	SHARD-012	BLOCK-000817	pass	KAE-BLOCK-000027;KAE-BLOCK-000275	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid		candidate_ready_for_stage2_routing	ready_for_guarded_playbook_drafting		S1-J012
source_pack_source	SRC-000034	repo	Manuals/Altibase_7.1/eng/ODBC User's Manual.md	product_source	c_cli_odbc_precompiler	7.1	English extraction aid						include_exact	exact_markdown	SHARD-004	BLOCK-000465	pass	KAE-BLOCK-000005;KAE-BLOCK-000274	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid		candidate_ready_for_stage2_routing	ready_for_guarded_playbook_drafting		S1-J012
source_pack_source	SRC-000035	repo	Manuals/Altibase_7.1/eng/Performance Tuning Guide.md	product_source	performance_tuning	7.1	English extraction aid						include_exact	exact_markdown	SHARD-012	BLOCK-000811	pass	KAE-BLOCK-000026	pending	primary_working_source_after_alignment	repo_paired_ko_en	CONF-000008	not_ready_pending_alignment	blocked_pending_baseline_alignment	Only pending Korean-aligned English inventory rows exist for this source; no aligned or AID-reuse downstream working baseline is available yet.	S1-J012
source_pack_source	SRC-000036	repo	Manuals/Altibase_7.1/eng/Precompiler User’s Manual.md	product_source	c_cli_odbc_precompiler	7.1	English extraction aid						include_exact	exact_markdown	SHARD-004	BLOCK-000466	pass	KAE-BLOCK-000006;KAE-BLOCK-000274	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid		candidate_ready_for_stage2_routing	ready_for_guarded_playbook_drafting		S1-J012
source_pack_source	SRC-000037	repo	Manuals/Altibase_7.1/eng/README.md	product_source	source_index	7.1	English extraction aid						include_exact	exact_markdown	SHARD-012	BLOCK-000856	pass	KAE-BLOCK-000031	pending	primary_working_source_after_alignment	repo_paired_ko_en	CONF-000008	not_ready_pending_alignment	blocked_pending_baseline_alignment	Only pending Korean-aligned English inventory rows exist for this source; no aligned or AID-reuse downstream working baseline is available yet.	S1-J012
source_pack_source	SRC-000038	repo	Manuals/Altibase_7.1/eng/Replication Manual.md	product_source	replication_manual	7.1	English extraction aid						include_exact	exact_markdown	SHARD-012	BLOCK-000844	pass	KAE-BLOCK-000029;KAE-BLOCK-000272;KAE-BLOCK-000273	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000003;CONF-000004;CONF-000005	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000039	repo	Manuals/Altibase_7.1/eng/SNMP Agent Guide.md	product_source	monitoring_api_snmp	7.1	English extraction aid						include_exact	exact_markdown	SHARD-010	BLOCK-000604	pass	KAE-BLOCK-000021	pending	primary_working_source_after_alignment	repo_paired_ko_en	CONF-000008	not_ready_pending_alignment	blocked_pending_baseline_alignment	Only pending Korean-aligned English inventory rows exist for this source; no aligned or AID-reuse downstream working baseline is available yet.	S1-J012
source_pack_source	SRC-000040	repo	Manuals/Altibase_7.1/eng/SQL Reference.md	product_source	sql_reference	7.1	English extraction aid						include_exact	exact_markdown	SHARD-013	BLOCK-000883	pass	KAE-BLOCK-000035;KAE-BLOCK-000272;KAE-BLOCK-000273	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000003;CONF-000004;CONF-000005	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000041	repo	Manuals/Altibase_7.1/eng/Spatial SQL Reference.md	product_source	spatial_nifi_tableau	7.1	English extraction aid						include_exact	exact_markdown	SHARD-013	BLOCK-000871	pass	KAE-BLOCK-000034;KAE-BLOCK-000274	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid		candidate_ready_for_stage2_routing	ready_for_guarded_playbook_drafting		S1-J012
source_pack_source	SRC-000042	repo	Manuals/Altibase_7.1/eng/Stored Procedures Manual.md	product_source	stored_external_procedures	7.1	English extraction aid						include_exact	exact_markdown	SHARD-014	BLOCK-000895	pass	KAE-BLOCK-000037	pending	primary_working_source_after_alignment	repo_paired_ko_en	CONF-000008	not_ready_pending_alignment	blocked_pending_baseline_alignment	Only pending Korean-aligned English inventory rows exist for this source; no aligned or AID-reuse downstream working baseline is available yet.	S1-J012
source_pack_source	SRC-000043	repo	Manuals/Altibase_7.1/eng/Utilities Manual.md	product_source	utilities_datacompj	7.1	English extraction aid						include_exact	exact_markdown	SHARD-015	BLOCK-000926	pass	KAE-BLOCK-000038;KAE-BLOCK-000274	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid		candidate_ready_for_stage2_routing	ready_for_guarded_playbook_drafting		S1-J012
source_pack_source	SRC-000044	repo	Manuals/Altibase_7.1/eng/iLoader User's Manual.md	product_source	isql_iloader	7.1	English extraction aid						include_exact	exact_markdown	SHARD-009	BLOCK-000538	pass	KAE-BLOCK-000014;KAE-BLOCK-000274	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid		candidate_ready_for_stage2_routing	ready_for_guarded_playbook_drafting		S1-J012
source_pack_source	SRC-000045	repo	Manuals/Altibase_7.1/eng/iSQL User's Manual.md	product_source	isql_iloader	7.1	English extraction aid						include_exact	exact_markdown	SHARD-009	BLOCK-000539	pass	KAE-BLOCK-000015;KAE-BLOCK-000274	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid		candidate_ready_for_stage2_routing	ready_for_guarded_playbook_drafting		S1-J012
source_pack_source	SRC-000046	repo	Manuals/Altibase_7.1/kor/API User's Manual.md	product_source	c_cli_odbc_precompiler	7.1	Korean authoritative						include_exact	exact_markdown	SHARD-004	BLOCK-000467	pass	KAE-BLOCK-000002;KAE-BLOCK-000274	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid		candidate_ready_for_stage2_routing	ready_for_guarded_playbook_drafting		S1-J012
source_pack_source	SRC-000047	repo	Manuals/Altibase_7.1/kor/Adapter for JDBC User's Manual.md	product_source	jdbc_java	7.1	Korean authoritative						include_exact	exact_markdown	SHARD-009	BLOCK-000552	pass	KAE-BLOCK-000016;KAE-BLOCK-000274	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid		candidate_ready_for_stage2_routing	ready_for_guarded_playbook_drafting		S1-J012
source_pack_source	SRC-000048	repo	Manuals/Altibase_7.1/kor/Adapter for Oracle User's Manual.md	product_source	migration_oracle	7.1	Korean authoritative						include_exact	exact_markdown	SHARD-010	BLOCK-000570	pass	KAE-BLOCK-000019;KAE-BLOCK-000274	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid		candidate_ready_for_stage2_routing	ready_for_guarded_playbook_drafting		S1-J012
source_pack_source	SRC-000049	repo	Manuals/Altibase_7.1/kor/Administrator's Manual.md	product_source	administrator_operations	7.1	Korean authoritative						include_exact	exact_markdown	SHARD-001	BLOCK-000002	pass	KAE-BLOCK-000001;KAE-BLOCK-000272;KAE-BLOCK-000273	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000004;CONF-000005	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000050	repo	Manuals/Altibase_7.1/kor/Altibase C Interface Manual.md	product_source	c_cli_odbc_precompiler	7.1	Korean authoritative						include_exact	exact_markdown	SHARD-004	BLOCK-000468	pass	KAE-BLOCK-000003;KAE-BLOCK-000274	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid		candidate_ready_for_stage2_routing	ready_for_guarded_playbook_drafting		S1-J012
source_pack_source	SRC-000051	repo	Manuals/Altibase_7.1/kor/Altibase SSL TLS User's Guide.md	product_source	security_ssl_tls	7.1	Korean authoritative						include_exact	exact_markdown	SHARD-012	BLOCK-000851	pass	KAE-BLOCK-000030;KAE-BLOCK-000272	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000004	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000052	repo	Manuals/Altibase_7.1/kor/CLI User's Manual.md	product_source	c_cli_odbc_precompiler	7.1	Korean authoritative						include_exact	exact_markdown	SHARD-004	BLOCK-000469	pass	KAE-BLOCK-000004;KAE-BLOCK-000274	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid		candidate_ready_for_stage2_routing	ready_for_guarded_playbook_drafting		S1-J012
source_pack_source	SRC-000053	repo	Manuals/Altibase_7.1/kor/DB Link User's Manual.md	product_source	dblink_hadoop_external_connectors	7.1	Korean authoritative						include_exact	exact_markdown	SHARD-006	BLOCK-000494	pass	KAE-BLOCK-000007;KAE-BLOCK-000274	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid		candidate_ready_for_stage2_routing	ready_for_guarded_playbook_drafting		S1-J012
source_pack_source	SRC-000054	repo	Manuals/Altibase_7.1/kor/Error Message Reference.md	product_source	error_message_reference	7.1	Korean authoritative						include_exact	exact_markdown	SHARD-006	BLOCK-000509	pass	KAE-BLOCK-000009;KAE-BLOCK-000273	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000005	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000055	repo	Manuals/Altibase_7.1/kor/External Procedures Manual.md	product_source	stored_external_procedures	7.1	Korean authoritative						include_exact	exact_markdown	SHARD-014	BLOCK-000896	pass	KAE-BLOCK-000036	pending	primary_working_source_after_alignment	repo_paired_ko_en	CONF-000008	not_ready_pending_alignment	blocked_pending_baseline_alignment	Only pending Korean-aligned English inventory rows exist for this source; no aligned or AID-reuse downstream working baseline is available yet.	S1-J012
source_pack_source	SRC-000056	repo	Manuals/Altibase_7.1/kor/General Reference-1.Data Types & Altibase Properties.md	product_source	general_reference_1_datatypes_properties	7.1	Korean authoritative						include_exact	exact_markdown	SHARD-008	BLOCK-000515	pass	KAE-BLOCK-000010;KAE-BLOCK-000272;KAE-BLOCK-000273	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000004;CONF-000005	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
